block_id,route_id,trip_headsign,service_id,shape_id,trip_id
a_702,7,A Fairview Park via Connaught,s_merged_998633,714,509569
a_8024,200,iXpress to Conestoga Mall,muwtf_merged_998634,20001,504848
b_5532,63,Champlain,a_merged_998635,6300,550902
b_731,7,A Fairview Park via Connaught,muwtf_merged_998639,716,545389
b_704,7,A Fairview Park via Connaught,muwtf_merged_998639,716,545388
a_931,5,Erb West,muwtf_merged_998634,501,503001
b_715,7,F Fairview Park via Wilson,muwtf_merged_998639,718,545381
b_708,7,F Fairview Park via Wilson,muwtf_merged_998639,718,545380
b_712,7,B Fairview Park via Weber,muwtf_merged_998639,713,545383
b_712,7,F Fairview Park via Wilson,muwtf_merged_998639,718,545382
b_710,7,B Fairview Park via Weber,muwtf_merged_998639,713,545385
b_711,7,B Fairview Park via Weber,muwtf_merged_998639,713,545384
b_709,7,A Fairview Park via Connaught,muwtf_merged_998639,716,545387
b_752,7,B Fairview Park via Weber,muwtf_merged_998639,713,545386
b_2231,23,Idlewood,a_merged_998635,2301,549712
b_2233,23,Idlewood,a_merged_998635,2301,549713
b_2234,23,Idlewood,a_merged_998635,2301,549710
b_431,4,Glasgow,muwtf_merged_998639,412,547186
b_2235,23,Idlewood,a_merged_998635,2301,549716
b_2231,23,Idlewood,a_merged_998635,2301,549717
b_2232,23,Idlewood,a_merged_998635,2301,549714
b_2234,23,Idlewood,a_merged_998635,2301,549715
b_2233,23,Idlewood,a_merged_998635,2301,549718
b_2232,23,Idlewood,a_merged_998635,2301,549719
b_2281,22,Laurentian West to Forest Glen,muwtf_merged_998639,2201,547180
a_5332,53,Hespeler Terminal,a_merged_998630,5301,507484
a_5331,53,Hespeler Terminal,a_merged_998630,5301,507485
a_5333,53,Ainslie St. Terminal,a_merged_998630,5311,507486
a_5332,53,Ainslie St. Terminal,a_merged_998630,5311,507487
a_5331,53,Hespeler Terminal,a_merged_998630,5301,507480
a_5332,53,Hespeler Terminal,a_merged_998630,5301,507481
a_5331,53,Hespeler Terminal,a_merged_998630,5301,507482
a_5333,53,Hespeler Terminal,a_merged_998630,5301,507483
b_333,3,Ottawa South,muwtf_merged_998639,300,545039
b_334,3,Ottawa South,muwtf_merged_998639,300,545038
a_5331,53,Ainslie St. Terminal,a_merged_998630,5311,507488
a_5333,53,Ainslie St. Terminal,a_merged_998630,5311,507489
a_9919,9919,FVM to SMH Express 4,muwtf_merged_998634,991904,503759
a_631,6,Bridgeport,a_merged_998630,600_merged_998643,505936
a_939,5,Uptown,muwtf_merged_998634,511,503030
a_934,5,Uptown,muwtf_merged_998634,511,503033
a_2032,6,Bridgeport,a_merged_998630,600_merged_998643,505935
a_933,5,Uptown,muwtf_merged_998634,511,503035
a_931,5,Uptown,muwtf_merged_998634,511,503034
a_939,5,Uptown,muwtf_merged_998634,511,503037
a_936,5,Uptown,muwtf_merged_998634,511,503036
a_932,5,Uptown,muwtf_merged_998634,511,503039
a_940,5,Uptown,muwtf_merged_998634,511,503038
a_2031,6,Bridgeport,a_merged_998630,600_merged_998643,505938
a_1132,6,Bridgeport,a_merged_998630,600_merged_998643,505939
a_936,9,Lakeshore to University and King,a_merged_998630,903,507260
a_933,9,Lakeshore to University and King,a_merged_998630,903,507261
a_936,9,Lakeshore to University and King,a_merged_998630,903,507262
a_933,9,Lakeshore to University and King,a_merged_998630,903,507263
a_936,9,Lakeshore to University and King,a_merged_998630,903,507264
a_1237,9,Lakeshore to University and King,a_merged_998630,903,507265
a_936,9,Lakeshore to University and King,a_merged_998630,903,507266
a_1234,9,Lakeshore to University and King,a_merged_998630,903,507267
a_933,9,Lakeshore to University and King,a_merged_998630,903,507268
a_1282,9,Lakeshore to University and King,a_merged_998630,903,507269
a_5203,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504689
a_5202,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504688
a_5206,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504683
a_5205,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504682
a_5204,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504681
a_5206,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504680
a_5201,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504687
a_5203,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504686
a_5202,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504685
a_5204,52,Ainslie Terminal via Preston Pkwy,muwtf_merged_998634,5211,504684
b_5533,55,St. Andrews,a_merged_998635,5500,551003
b_5532,55,St. Andrews,a_merged_998635,5500,551002
b_5531,55,St. Andrews,a_merged_998635,5500,551001
b_5533,55,St. Andrews,a_merged_998635,5500,551000
b_5531,55,St. Andrews,a_merged_998635,5500,551007
b_5533,55,St. Andrews,a_merged_998635,5500,551006
b_5532,55,St. Andrews,a_merged_998635,5500,551005
a_7501,75,Saginaw,muwtf_merged_998634,7500,503984
b_713,7,C Conestoga Mall,a_merged_998635,701,551559
b_706,7,C Conestoga Mall,a_merged_998635,701,551558
b_5533,55,St. Andrews,a_merged_998635,5500,551009
b_5532,55,St. Andrews,a_merged_998635,5500,551008
b_8181,201,UW/LAURIER,muwtf_merged_998639,20101,547868
b_8153,201,UW/LAURIER,muwtf_merged_998639,20101,547869
b_8153,201,UW/LAURIER,muwtf_merged_998639,20101,547866
b_8182,201,UW/LAURIER,muwtf_merged_998639,20101,547867
b_8104,201,UW/LAURIER,muwtf_merged_998639,20101,547864
b_8181,201,UW/LAURIER,muwtf_merged_998639,20101,547865
b_8106,201,UW/LAURIER,muwtf_merged_998639,20101,547862
b_8105,201,UW/LAURIER,muwtf_merged_998639,20101,547863
b_8105,201,UW/LAURIER,muwtf_merged_998639,20101,547860
b_8104,201,UW/LAURIER,muwtf_merged_998639,20101,547861
b_714,14,Conestoga Mall,muwtf_merged_998639,1411,546372
b_804,8,University via Franklin/Westmount,muwtf_merged_998639,802,546200
b_5531,55,St. Andrews,a_merged_998635,5500,551018
b_802,8,University via Franklin/Westmount,muwtf_merged_998639,802,546205
b_801,8,University via Franklin/Westmount,muwtf_merged_998639,802,546204
a_2151,21,Elmira,muwtf_merged_998634,2101,503651
a_1131,19,Victoria South to Highland Hills,muwtf_merged_998634,1901,501169
a_1135,19,Victoria South to Highland Hills,muwtf_merged_998634,1901,501168
a_634,6,Downtown,muwtf_merged_998634,601,501165
a_631,6,Bridgeport,muwtf_merged_998634,600_merged_998643,501164
a_1981,19,Victoria South to Highland Hills,muwtf_merged_998634,1901,501167
a_634,6,Bridgeport,muwtf_merged_998634,600_merged_998643,501166
a_1133,6,Downtown,muwtf_merged_998634,601,501161
a_634,6,Downtown,muwtf_merged_998634,601,501160
a_1133,6,Downtown,muwtf_merged_998634,601,501163
a_634,6,Downtown,muwtf_merged_998634,601,501162
b_5131,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545807
a_2151,21,Elmira,muwtf_merged_998634,2101,503650
b_851,8,Fairview via Westmount/East TR,s_merged_998638,813,552666
b_801,8,Charles St. via Weber,s_merged_998638,817,552667
b_801,8,University via East/Westmount,s_merged_998638,803,552664
b_851,8,Fairview via Westmount/East TR,s_merged_998638,813,552665
b_801,8,University via East/Westmount,s_merged_998638,803,552662
b_802,8,University via East/Westmount,s_merged_998638,803,552663
b_801,8,University via East/Westmount,s_merged_998638,803,552660
b_802,8,University via East/Westmount,s_merged_998638,803,552661
b_5533,63,Champlain,muwtf_merged_998639,6300,544801
b_5531,63,Champlain,muwtf_merged_998639,6300,544800
b_5532,63,Champlain,muwtf_merged_998639,6300,544803
b_5532,63,Champlain,muwtf_merged_998639,6300,544802
b_5532,63,Champlain,muwtf_merged_998639,6300,544805
b_5533,63,Champlain,muwtf_merged_998639,6300,544804
b_803,8,Charles St. via Westmount,s_merged_998638,818,552668
b_804,8,Charles St. via Westmount,s_merged_998638,818,552669
a_2534,24,Downtown via Highview,muwtf_merged_998634,2412,501309
a_2534,24,Downtown via Highview,muwtf_merged_998634,2412,501308
b_931,35,Eastbridge to Conestoga Mall,a_merged_998635,3511,550667
b_5132,51,Hespeler Road to Ainslie Terminal,a_merged_998635,5111,550208
b_5131,51,Hespeler Road to Ainslie Terminal,a_merged_998635,5111,550209
a_2403,24,Highland to Downtown,muwtf_merged_998634,2411,501301
a_2402,24,Highland to Downtown,muwtf_merged_998634,2411,501300
a_2403,24,Highland to Downtown,muwtf_merged_998634,2411,501303
a_2402,24,Highland to Downtown,muwtf_merged_998634,2411,501302
a_2534,24,Downtown via Highview,muwtf_merged_998634,2412,501305
a_1131,24,Highland to Downtown,muwtf_merged_998634,2411,501304
a_2534,24,Downtown via Highview,muwtf_merged_998634,2412,501307
a_2534,24,Downtown via Highview,muwtf_merged_998634,2412,501306
b_5631,56,Dunbar,muwtf_merged_998639,5601,544680
a_705,7,A Fairview Park via Connaught,s_merged_998633,714,509558
a_705,7,A Fairview Park via Connaught,s_merged_998633,714,509559
a_702,7,A Fairview Park via Connaught,s_merged_998633,714,509554
a_706,7,A Fairview Park via Connaught,s_merged_998633,714,509555
a_734,7,A Fairview Park via Connaught,s_merged_998633,714,509556
a_731,7,A Fairview Park via Connaught,s_merged_998633,714,509557
a_702,7,D UW via University,s_merged_998633,702,509550
a_706,7,D UW via University,s_merged_998633,702,509551
a_733,7,A Fairview Park via Connaught,s_merged_998633,714,509552
a_737,7,A Fairview Park via Connaught,s_merged_998633,714,509553
b_801,8,University via Courtland/Weber,muwtf_merged_998639,801,546094
b_806,8,University via Courtland/Weber,muwtf_merged_998639,801,546095
b_803,8,University via Courtland/Weber,muwtf_merged_998639,801,546096
b_804,8,University via Courtland/Weber,muwtf_merged_998639,801,546097
b_804,8,University via Courtland/Weber,muwtf_merged_998639,801,546090
b_808,8,University via Courtland/Weber,muwtf_merged_998639,801,546091
b_802,8,University via Courtland/Weber,muwtf_merged_998639,801,546092
b_805,8,University via Courtland/Weber,muwtf_merged_998639,801,546093
b_5531,59,Christopher,muwtf_merged_998639,5900,544620
b_808,8,University via Courtland/Weber,muwtf_merged_998639,801,546098
b_802,8,University via Courtland/Weber,muwtf_merged_998639,801,546099
b_1236,12,To Conestoga Mall,muwtf_merged_998639,1201,547668
b_1232,27,Chicopee,muwtf_merged_998639,2701,545881
b_1234,12,To Conestoga Mall,muwtf_merged_998639,1201,547669
b_631,20,Victoria Hills to Downtown,muwtf_merged_998639,2011,545648
b_1232,27,Chicopee,muwtf_merged_998639,2701,545887
a_1033,10,Fairview Park via Becthel,a_merged_998630,1012,506656
a_1132,11,Downtown,a_merged_998630,1111,506305
a_1031,10,Fairview Park via Becthel,a_merged_998630,1012,506654
a_1002,10,Fairview Park via Becthel,a_merged_998630,1012,506655
a_1031,10,Conestoga College via Bechtel,a_merged_998630,1002,506652
a_2032,11,Downtown,a_merged_998630,1111,506301
a_631,11,Downtown,a_merged_998630,1111,506302
a_1232,10,Conestoga College via Bechtel,a_merged_998630,1002,506651
b_1331,13,Laurelwood,muwtf_merged_998639,1301,546717
a_1131,11,Downtown,a_merged_998630,1111,506308
a_2031,11,Downtown,a_merged_998630,1111,506309
a_1031,10,Fairview Park via Becthel,a_merged_998630,1012,506658
a_1002,10,Fairview Park via Becthel,a_merged_998630,1012,506659
b_432,4,Glasgow,muwtf_merged_998639,412,547234
b_634,20,Victoria Hills to Downtown,muwtf_merged_998639,2011,545649
b_5333,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547958
b_1282,17,Fairview Park,a_merged_998635,1701,550087
a_705,7,E Charles St Terminal,muwtf_merged_998634,724,502073
b_1333,13,Laurelwood,muwtf_merged_998639,1301,546719
a_939,9,Lakeshore to UW,muwtf_merged_998634,901,503550
b_2401,24,Highland,a_merged_998635,2401,549760
b_935,13,Laurelwood,muwtf_merged_998639,1301,546718
a_3251,32,Conestoga Mall,muwtf_merged_998634,3211,503114
b_5632,60,Northview Acres,a_merged_998635,6000,550380
b_5201,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547953
a_1382,9,Lakeshore to UW,muwtf_merged_998634,901,503551
b_5201,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547956
b_1237,17,Fairview Park,a_merged_998635,1701,550089
b_5333,52,Fairview via Preston Pkwy,muwtf_merged_998639,5201,547955
b_5631,56,Cambridge Centre,a_merged_998635,5611,550344
a_702,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502029
a_711,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502028
a_709,7,B Fairview Park via Weber,muwtf_merged_998634,712,502021
a_707,7,B Fairview Park via Weber,muwtf_merged_998634,712,502020
a_710,7,B Fairview Park via Weber,muwtf_merged_998634,712,502023
a_704,7,B Fairview Park via Weber,muwtf_merged_998634,712,502022
a_715,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502025
a_712,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502024
a_752,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502027
a_708,7,F Fairview Park via Wilson,muwtf_merged_998634,718,502026
b_8001,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553328
b_8002,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553329
b_8002,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553324
b_8003,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553325
b_8021,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553326
b_8022,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553327
b_8003,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553320
b_8021,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553321
b_8022,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553322
b_8001,200,iXpress to Ainslie Terminal,s_merged_998638,20011,553323
b_2233,23,Downtown,muwtf_merged_998639,2311,544522
b_2236,23,Downtown,muwtf_merged_998639,2311,544523
b_2531,25,Queen South,a_merged_998635,2501,549846
b_1237,23,Fairview Park,muwtf_merged_998639,2302,544520
b_132,25,Queen South to Downtown,a_merged_998635,2511,549847
b_801,23,Downtown,muwtf_merged_998639,2311,544521
b_2234,22,Laurentian West to Forest Glen,muwtf_merged_998639,2201,547059
b_9918,9918,SMH-Vanier,muwtf_merged_998639,991804,547058
b_9918,9918,7F to Eastwood,muwtf_merged_998639,991803,547057
b_9918,9918,7A to Eastwood,muwtf_merged_998639,991802,547056
b_9918,9918,FVM to SMH Express,muwtf_merged_998639,991801,547055
b_2531,25,Queen South to Downtown,a_merged_998635,2511,549845
b_9919,9919,7B to Eastwood,muwtf_merged_998639,991903,547053
b_9919,9919,7B to Eastwood,muwtf_merged_998639,991903,547052
b_9919,9919,FVM to SMH Express 1,muwtf_merged_998639,991901,547051
b_9804,9804,Rt 66,muwtf_merged_998639,980402,547050
b_5631,56,Dunbar,a_merged_998635,5601,550320
b_703,7,B Fairview Park via Weber,muwtf_merged_998639,711,545259
b_807,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549529
b_331,3,Ottawa South to Downtown,a_merged_998635,301,549341
b_751,7,B Fairview Park via Weber,muwtf_merged_998639,711,545258
b_332,3,Ottawa South to Downtown,a_merged_998635,301,549340
b_802,8,University via East/Westmount,a_merged_998635,803,549521
b_803,8,University via East/Westmount,a_merged_998635,803,549520
b_801,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549523
b_802,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549522
b_802,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549525
b_331,3,Ottawa South to Downtown,a_merged_998635,301,549343
b_804,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549527
b_803,8,Fairview via Weber/Courtland TA,a_merged_998635,815,549526
b_331,3,Ottawa South,s_merged_998638,300,552536
b_332,3,Ottawa South to Downtown,a_merged_998635,301,549342
b_331,3,Ottawa South,s_merged_998638,300,552537
b_8028,200,iXpress to Ainslie Terminal,muwtf_merged_998639,20011,548187
b_331,3,Ottawa South to Downtown,a_merged_998635,301,549345
b_332,3,Ottawa South to Downtown,a_merged_998635,301,549344
a_5631,56,Dunbar,a_merged_998630,5601,507017
a_5631,56,Dunbar,a_merged_998630,5601,507016
a_5631,56,Dunbar,a_merged_998630,5601,507015
a_5631,56,Dunbar,a_merged_998630,5601,507014
a_5631,56,Dunbar,a_merged_998630,5601,507013
a_5631,56,Dunbar,a_merged_998630,5601,507012
a_5632,56,Dunbar,a_merged_998630,5601,507011
a_5633,56,Dunbar,a_merged_998630,5601,507010
b_631,20,Victoria Hills to Highland Hills Mall,muwtf_merged_998639,2001,545640
b_332,3,Ottawa South to Downtown,a_merged_998635,301,549346
b_5531,55,St. Andrews,a_merged_998635,5500,550989
b_5831,58,Elmwood,a_merged_998635,5800,550988
a_5133,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502539
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502538
a_7301,73,Northlake,muwtf_merged_998634,7301,503952
a_7301,73,McCormick,muwtf_merged_998634,7311,503953
a_7301,73,Northlake,muwtf_merged_998634,7301,503950
a_803,8,Fairview via Westmount/East TR,s_merged_998633,813,509311
a_7301,73,Northlake,muwtf_merged_998634,7301,503956
a_803,8,Fairview via Westmount/East TR,s_merged_998633,813,509317
a_804,8,Fairview via Westmount/East TR,s_merged_998633,813,509314
a_803,8,Fairview via Westmount/East TR,s_merged_998633,813,509315
b_714,7,B Fairview Park via Weber,muwtf_merged_998639,711,545257
a_803,8,Fairview via Westmount/East TR,s_merged_998633,813,509318
a_7301,73,McCormick,muwtf_merged_998634,7311,503959
a_2232,22,Laurentian West to Forest Glen,muwtf_merged_998634,2201,503778
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_998634,2201,503779
b_2532,1,Stanley Park via Lorraine,muwtf_merged_998639,102,544971
b_5333,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544658
b_5332,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544659
b_2534,1,Stanley Park via Lorraine,muwtf_merged_998639,102,544970
b_5333,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544654
b_5332,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544655
b_5331,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544656
b_5334,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544657
b_5281,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544650
b_5332,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544651
b_5331,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544652
b_5334,57,Blair Road via Westcliff,muwtf_merged_998639,5701,544653
b_8001,200,iXpress to Ainslie Terminal,muwtf_merged_998639,20011,548181
b_5135,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545853
a_1981,9971,SMH-Courtland,muwtf_merged_998634,997102,503715
b_2531,1,Stanley Park via Becker/River,muwtf_merged_998639,103,544974
b_331,3,Ottawa South to Downtown,s_merged_998638,301,552538
b_2532,1,Stanley Park via Becker/River,muwtf_merged_998639,103,544976
a_2901,29,To King at University,muwtf_merged_998634,2902,504098
a_2932,29,To King at University,muwtf_merged_998634,2902,504099
a_2932,29,To King at University,muwtf_merged_998634,2902,504096
a_2901,29,To King at University,muwtf_merged_998634,2902,504097
a_2932,29,To King at University,muwtf_merged_998634,2902,504094
a_2901,29,To King at University,muwtf_merged_998634,2902,504095
a_2901,29,To King at University,muwtf_merged_998634,2902,504092
a_2932,29,To King at University,muwtf_merged_998634,2902,504093
a_2932,29,To King at University,muwtf_merged_998634,2902,504090
a_9929,29,To King at University,muwtf_merged_998634,2902,504091
b_936,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546876
b_1381,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546877
b_934,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546874
b_931,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546875
b_940,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546872
b_804,8,University via Courtland/Weber,s_merged_998638,801,552582
b_936,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546870
b_801,8,Fairview via Weber/Courtland TR,s_merged_998638,811,552580
b_939,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546878
b_1382,9,Lakeshore to Conestoga Mall,muwtf_merged_998639,911,546879
a_1181,9985,MGW to CST,muwtf_merged_998634,998501,503717
a_5131,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506906
a_2031,11,Country Hills,a_merged_998630,1101,506275
a_1031,110,Fairview Park via Pioneer Plaza,muwtf_merged_998634,11002,503268
a_5133,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506904
a_1032,110,Fairview Park via Pioneer Plaza,muwtf_merged_998634,11002,503269
a_5132,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506905
a_5133,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506902
a_5131,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506903
a_702,7,C Conestoga Mall,s_merged_998633,707,509541
a_335,116,Conestoga College Express,muwtf_merged_998634,11601,503264
a_5132,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506900
a_1033,110,Fairview Park via Pioneer Plaza,muwtf_merged_998634,11002,503265
a_5131,51,Hespeler Road to Ainslie Terminal,a_merged_998630,5111,506901
a_1032,110,Fairview Park via Pioneer Plaza,muwtf_merged_998634,11002,503266
a_8132,201,Forest Glen Plaza,s_merged_998633,20111,510350
b_5135,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545839
a_1034,110,Fairview Park via Pioneer Plaza,muwtf_merged_998634,11002,503267
b_332,11,Downtown,muwtf_merged_998639,1111,545529
b_332,11,Downtown,muwtf_merged_998639,1111,545528
a_8133,201,Forest Glen Plaza,s_merged_998633,20111,510351
b_5133,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545833
a_1651,116,Conestoga College Express,muwtf_merged_998634,11601,503260
b_5131,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545831
b_5133,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545830
b_5134,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545837
b_5135,51,Hespeler Road to Hespeler,muwtf_merged_998639,5101,545836
b_1132,11,Downtown,muwtf_merged_998639,1111,545523
a_8101,201,UW/LAURIER,muwtf_merged_998634,20101,504541
b_934,13,Laurelwood,a_merged_998635,1301,550567
b_936,13,Laurelwood,a_merged_998635,1301,550566
b_931,13,Laurelwood,a_merged_998635,1301,550565
b_937,13,Laurelwood,a_merged_998635,1301,550564
b_932,13,Laurelwood,a_merged_998635,1301,550563
a_1651,116,Conestoga College Express,muwtf_merged_998634,11601,503262
b_933,13,Laurelwood,a_merged_998635,1301,550561
b_934,13,Laurelwood,a_merged_998635,1301,550560
b_933,35,Eastbridge to Conestoga Mall,a_merged_998635,3511,550664
a_1651,116,Conestoga College Express,muwtf_merged_998634,11601,503263
b_935,13,Laurelwood,a_merged_998635,1301,550569
b_933,13,Laurelwood,a_merged_998635,1301,550568
a_3251,32,Conestoga Mall,muwtf_merged_998634,3211,503116
a_2532,25,Queen South to Downtown,a_merged_998630,2511,506539
a_2531,25,Queen South to Downtown,a_merged_998630,2511,506538
a_5202,52,Ainslie Terminal via Preston Pkwy,a_merged_998630,5211,506829
a_5201,52,Ainslie Terminal via Preston Pkwy,a_merged_998630,5211,506828
a_3251,32,Conestoga Mall,muwtf_merged_998634,3211,503117
a_2531,25,Queen South to Downtown,a_merged_998630,2511,506533
a_131,25,Queen South to Downtown,a_merged_998630,2511,506532
a_133,25,Queen South to Downtown,a_merged_998630,2511,506531
a_5202,52,Ainslie Terminal via Preston Pkwy,a_merged_998630,5211,506826
a_131,25,Queen South to Downtown,a_merged_998630,2511,506537
a_5202,52,Ainslie Terminal via Preston Pkwy,a_merged_998630,5211,506820
a_132,25,Queen South to Downtown,a_merged_998630,2511,506535
a_5201,52,Ainslie Terminal via Preston Pkwy,a_merged_998630,5211,506822
b_711,7,B Fairview Park via Weber,a_merged_998635,711,551616
a_8132,201,Forest Glen Plaza,s_merged_998633,20111,510358
b_706,7,D Charles St Terminal,a_merged_998635,723,551614
a_3251,32,Conestoga Mall,muwtf_merged_998634,3211,503115
b_707,7,F Fairview Park via Wilson,a_merged_998635,718,551612
b_702,7,A Fairview Park via Connaught,a_merged_998635,716,551613
b_713,7,C Conestoga Mall,a_merged_998635,707,551610
a_8133,201,Forest Glen Plaza,s_merged_998633,20111,510359
a_5202,52,Fairview via Cherry Blossom,muwtf_merged_998634,5203,504720
a_1241,31,Conestoga Mall,muwtf_merged_998634,3101,503356
b_701,7,B Fairview Park via Weber,a_merged_998635,711,551618
a_5203,52,Fairview via Cherry Blossom,muwtf_merged_998634,5203,504721
a_5201,52,Fairview via Cherry Blossom,muwtf_merged_998634,5203,504722
b_432,22,Laurentian West to Downtown,muwtf_merged_998639,2212,547173
a_5202,52,Fairview via Cherry Blossom,muwtf_merged_998634,5203,504723
b_933,5,Erb West,a_merged_998635,501,550691
b_934,5,Erb West,a_merged_998635,501,550690
b_932,5,Erb West,a_merged_998635,501,550693
b_935,5,Erb West,a_merged_998635,501,550692
b_931,5,Erb West,a_merged_998635,501,550695
b_937,5,Erb West,a_merged_998635,501,550694
b_934,5,Erb West,a_merged_998635,501,550697
b_936,5,Erb West,a_merged_998635,501,550696
b_935,5,Erb West,a_merged_998635,501,550699
b_933,5,Erb West,a_merged_998635,501,550698
b_702,7,C Conestoga Mall,a_merged_998635,707,551478
b_713,7,C Conestoga Mall,a_merged_998635,707,551479
a_5532,59,Christopher,a_merged_998630,5900,507620
a_5133,65,Tri-City Centre,muwtf_merged_998634,6511,505144
a_781,7,C Conestoga Mall,s_merged_998633,707,509544
a_5533,59,Christopher,a_merged_998630,5900,507621
a_5131,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502528
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502529
b_1135,11,Downtown,muwtf_merged_998639,1111,545524
a_5531,59,Christopher,a_merged_998630,5900,507622
a_8182,29,To The Boardwalk,s_merged_998633,2911,509947
a_8181,29,To The Boardwalk,s_merged_998633,2911,509946
a_8131,29,To The Boardwalk,s_merged_998633,2911,509945
a_5333,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501449
a_8133,29,To The Boardwalk,s_merged_998633,2911,509943
a_8132,29,To The Boardwalk,s_merged_998633,2911,509942
a_8131,29,To The Boardwalk,s_merged_998633,2911,509941
a_8134,29,To The Boardwalk,s_merged_998633,2911,509940
a_5334,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501442
a_5331,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501443
a_5332,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501440
a_5333,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501441
a_7201,72,Cherry Blossom,muwtf_merged_998634,7200_merged_998641,510949
a_5331,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501447
a_5201,52,Fairview via Preston Pkwy,muwtf_merged_998634,5201,504670
a_5333,53,Ainslie St. Terminal,muwtf_merged_998634,5311,501445
a_5202,52,Fairview via Preston Pkwy,a_merged_998630,5201,506797
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_998634,5101,502520
a_2231,18,Downtown,a_merged_998630,1801,506795
a_2234,18,Downtown,a_merged_998630,1801,506794
a_2233,18,Downtown,a_merged_998630,1801,506793
a_2235,18,Downtown,a_merged_998630,1801,506792
a_2232,18,Downtown,a_merged_998630,1801,506791
a_2231,18,Downtown,a_merged_998630,1801,506790
a_2236,22,Laurentian West to Forest Glen,muwtf_merged_998634,2201,503776
